A (filename),B (test),C (start: ... end: ....)
/home/gabriel/Desktop/research/projects/tether/test/unit/tether.spec.js,"    it('gets default classes when no options set', () => {
      expect(element.classList.length, 'element - only one class').toEqual(1);
      expect(target.classList.length, 'target - only one class').toEqual(1);
      const tether = new Tether({
        element: '.element',
        target: '.target',
        attachment: 'top left',
        targetAttachment: 'top right'
      });

      tether.enable();

      expect(element.classList.length, 'element - tether classes added').toEqual(12);
      expect(element).toHaveClass('tether-element');
      expect(element).not.toHaveClass('tether-target');

      expect(target.classList.length, 'target - tether classes added').toEqual(12);
      expect(target).toHaveClass('tether-target');
      expect(target).not.toHaveClass('tether-element');

      tether.destroy();

      expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
      expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
    });",start: 46 end: 70
/home/gabriel/Desktop/research/projects/tether/test/unit/tether.spec.js,"    it('gets default classes when no options set', () => {
      expect(element.classList.length, 'element - only one class').toEqual(1);
      expect(target.classList.length, 'target - only one class').toEqual(1);
      const tether = new Tether({
        element: '.element',
        target: '.target',
        attachment: 'top left',
        targetAttachment: 'top right'
      });

      tether.enable();

      expect(element.classList.length, 'element - tether classes added').toEqual(12);
      expect(element).toHaveClass('tether-element');
      expect(element).not.toHaveClass('tether-target');

      expect(target.classList.length, 'target - tether classes added').toEqual(12);
      expect(target).toHaveClass('tether-target');
      expect(target).not.toHaveClass('tether-element');

      tether.destroy();

      expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
      expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
    });",start: 46 end: 70
/home/gabriel/Desktop/research/projects/tether/test/unit/tether.spec.js,"    it('gets default classes when no options set', () => {
      expect(element.classList.length, 'element - only one class').toEqual(1);
      expect(target.classList.length, 'target - only one class').toEqual(1);
      const tether = new Tether({
        element: '.element',
        target: '.target',
        attachment: 'top left',
        targetAttachment: 'top right'
      });

      tether.enable();

      expect(element.classList.length, 'element - tether classes added').toEqual(12);
      expect(element).toHaveClass('tether-element');
      expect(element).not.toHaveClass('tether-target');

      expect(target.classList.length, 'target - tether classes added').toEqual(12);
      expect(target).toHaveClass('tether-target');
      expect(target).not.toHaveClass('tether-element');

      tether.destroy();

      expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
      expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
    });",start: 46 end: 70
/home/gabriel/Desktop/research/projects/tether/test/unit/tether.spec.js,"    it('gets prefixed classes when classPrefix set', () => {
      expect(element.classList.length, 'element - only one class').toEqual(1);
      expect(target.classList.length, 'target - only one class').toEqual(1);
      const tether = new Tether({
        element: '.element',
        target: '.target',
        attachment: 'top left',
        targetAttachment: 'top right',
        classPrefix: 'foo'
      });

      tether.enable();

      expect(element.classList.length, 'element - foo classes added').toEqual(12);
      expect(element).toHaveClass('foo-element');
      expect(element).not.toHaveClass('foo-target');

      expect(target.classList.length, 'target - foo classes added').toEqual(12);
      expect(target).toHaveClass('foo-target');
      expect(target).not.toHaveClass('foo-element');

      tether.destroy();

      expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
      expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
    });",start: 72 end: 97
/home/gabriel/Desktop/research/projects/tether/test/unit/tether.spec.js,"    it('removes classes on destroy', () => {
      expect(element.classList.length, 'element - only one class').toEqual(1);
      expect(target.classList.length, 'target - only one class').toEqual(1);
      const tether = new Tether({
        element: '.element',
        target: '.target',
        attachment: 'top left',
        targetAttachment: 'top right'
      });

      tether.enable();

      expect(element.classList.length, 'element - tether classes added').toEqual(12);
      expect(target.classList.length, 'target - tether classes added').toEqual(12);

      tether.destroy();

      expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
      expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
    });",start: 23 end: 42
/home/gabriel/Desktop/research/projects/tether/test/unit/tether.spec.js,"    it('removes classes on destroy', () => {
      expect(element.classList.length, 'element - only one class').toEqual(1);
      expect(target.classList.length, 'target - only one class').toEqual(1);
      const tether = new Tether({
        element: '.element',
        target: '.target',
        attachment: 'top left',
        targetAttachment: 'top right'
      });

      tether.enable();

      expect(element.classList.length, 'element - tether classes added').toEqual(12);
      expect(target.classList.length, 'target - tether classes added').toEqual(12);

      tether.destroy();

      expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
      expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
    });",start: 23 end: 42
/home/gabriel/Desktop/research/projects/tether/test/unit/tether.spec.js,"    it('removes classes on destroy', () => {
      expect(element.classList.length, 'element - only one class').toEqual(1);
      expect(target.classList.length, 'target - only one class').toEqual(1);
      const tether = new Tether({
        element: '.element',
        target: '.target',
        attachment: 'top left',
        targetAttachment: 'top right'
      });

      tether.enable();

      expect(element.classList.length, 'element - tether classes added').toEqual(12);
      expect(target.classList.length, 'target - tether classes added').toEqual(12);

      tether.destroy();

      expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
      expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
    });",start: 23 end: 42
/home/gabriel/Desktop/research/projects/tether/test/unit/tether.spec.js,"    it('removes classes on destroy', () => {
      expect(element.classList.length, 'element - only one class').toEqual(1);
      expect(target.classList.length, 'target - only one class').toEqual(1);
      const tether = new Tether({
        element: '.element',
        target: '.target',
        attachment: 'top left',
        targetAttachment: 'top right'
      });

      tether.enable();

      expect(element.classList.length, 'element - tether classes added').toEqual(12);
      expect(target.classList.length, 'target - tether classes added').toEqual(12);

      tether.destroy();

      expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
      expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
    });",start: 23 end: 42
/home/gabriel/Desktop/research/projects/tether/test/unit/tether.spec.js,"    it('removes classes on destroy', () => {
      expect(element.classList.length, 'element - only one class').toEqual(1);
      expect(target.classList.length, 'target - only one class').toEqual(1);
      const tether = new Tether({
        element: '.element',
        target: '.target',
        attachment: 'top left',
        targetAttachment: 'top right'
      });

      tether.enable();

      expect(element.classList.length, 'element - tether classes added').toEqual(12);
      expect(target.classList.length, 'target - tether classes added').toEqual(12);

      tether.destroy();

      expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
      expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
    });",start: 23 end: 42
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/offset.spec.js,"    it('top left', () => {
      expect(attachmentToOffset({ left: 'left', top: 'top' })).toStrictEqual({ left: 0, top: 0 });
    });",start: 13 end: 15
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/offset.spec.js,"    it('middle center', () => {
      expect(attachmentToOffset({ left: 'center', top: 'middle' })).toStrictEqual({ left: '50%', top: '50%' });
    });",start: 17 end: 19
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/offset.spec.js,"    it('bottom right', () => {
      expect(attachmentToOffset({ left: 'right', top: 'bottom' })).toStrictEqual({ left: '100%', top: '100%' });
    });",start: 21 end: 23
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/offset.spec.js,"    it('mirror left', () => {
      expect(autoToFixedAttachment(
        { left: 'auto', top: 'top' },
        { left: 'left', top: 'top' }
      )).toStrictEqual({ left: 'right', top: 'top' });
    });",start: 27 end: 32
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/offset.spec.js,"    it('mirror center', () => {
      expect(autoToFixedAttachment(
        { left: 'auto', top: 'top' },
        { left: 'center', top: 'top' }
      )).toStrictEqual({ left: 'center', top: 'top' });
    });",start: 34 end: 39
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,"    it(""scriptFromCodepoint() should return correct values"", () => {
        outer: for (let codepoint = 0; codepoint <= 0xffff; codepoint++) {
            const character = String.fromCharCode(codepoint);
            const script = scriptFromCodepoint(codepoint);

            for (const scriptName of scriptNames) {
                if (scriptRegExps[scriptName].test(character)) {
                    expect(script).toEqual(scriptName);
                    continue outer;
                }
            }

            expect(script).toBe(null);
            expect(supportedCodepoint(codepoint)).toBe(false);
        }
    });",start: 151 end: 166
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,"    it(""scriptFromCodepoint() should return correct values"", () => {
        outer: for (let codepoint = 0; codepoint <= 0xffff; codepoint++) {
            const character = String.fromCharCode(codepoint);
            const script = scriptFromCodepoint(codepoint);

            for (const scriptName of scriptNames) {
                if (scriptRegExps[scriptName].test(character)) {
                    expect(script).toEqual(scriptName);
                    continue outer;
                }
            }

            expect(script).toBe(null);
            expect(supportedCodepoint(codepoint)).toBe(false);
        }
    });",start: 151 end: 166
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should build some surrogate pairs"", function() {
        let wideCharStr = """";
        wideCharStr += String.fromCharCode(0xD835, 0xDC00);   // bold A
        wideCharStr += String.fromCharCode(0xD835, 0xDC68);   // bold italic A
        wideCharStr += String.fromCharCode(0xD835, 0xDD04);   // Fraktur A
        wideCharStr += String.fromCharCode(0xD835, 0xDD6C);   // bold Fraktur A
        wideCharStr += String.fromCharCode(0xD835, 0xDD38);   // double-struck
        wideCharStr += String.fromCharCode(0xD835, 0xDC9C);   // script A
        wideCharStr += String.fromCharCode(0xD835, 0xDDA0);   // sans serif A
        wideCharStr += String.fromCharCode(0xD835, 0xDDD4);   // bold sans A
        wideCharStr += String.fromCharCode(0xD835, 0xDE08);   // italic sans A
        wideCharStr += String.fromCharCode(0xD835, 0xDE70);   // monospace A
        wideCharStr += String.fromCharCode(0xD835, 0xDFCE);   // bold zero
        wideCharStr += String.fromCharCode(0xD835, 0xDFE2);   // sans serif zero
        wideCharStr += String.fromCharCode(0xD835, 0xDFEC);   // bold sans zero
        wideCharStr += String.fromCharCode(0xD835, 0xDFF6);   // monospace zero
        expect(wideCharStr).toBuild(strictSettings);

        let wideCharText = ""\text{"";
        wideCharText += String.fromCharCode(0xD835, 0xDC00);   // bold A
        wideCharText += String.fromCharCode(0xD835, 0xDC68);   // bold italic A
        wideCharText += String.fromCharCode(0xD835, 0xDD04);   // Fraktur A
        wideCharStr += String.fromCharCode(0xD835, 0xDD6C);    // bold Fraktur A
        wideCharText += String.fromCharCode(0xD835, 0xDD38);   // double-struck
        wideCharText += String.fromCharCode(0xD835, 0xDC9C);   // script A
        wideCharText += String.fromCharCode(0xD835, 0xDDA0);   // sans serif A
        wideCharText += String.fromCharCode(0xD835, 0xDDD4);   // bold sans A
        wideCharText += String.fromCharCode(0xD835, 0xDE08);   // italic sans A
        wideCharText += String.fromCharCode(0xD835, 0xDE70);   // monospace A
        wideCharText += String.fromCharCode(0xD835, 0xDFCE);   // bold zero
        wideCharText += String.fromCharCode(0xD835, 0xDFE2);   // sans serif zero
        wideCharText += String.fromCharCode(0xD835, 0xDFEC);   // bold sans zero
        wideCharText += String.fromCharCode(0xD835, 0xDFF6);   // monospace zero
        wideCharText += ""}"";
        expect(wideCharText).toBuild(strictSettings);
    });",start: 4010 end: 4045
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should build a list of rels"", function() {
        const parse = getParsed(expression);

        for (let i = 0; i < parse.length; i++) {
            let group = parse[i];
            if (group.type === ""htmlmathml"") {
                expect(group.html).toHaveLength(1);
                group = group.html[0];
            }
            if (group.type === ""mclass"") {
                expect(group.mclass).toEqual(""mrel"");
            } else {
                expect(group.type).toEqual(""atom"");
                expect(group.family).toEqual(""rel"");
            }
        }
    });",start: 86 end: 102
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should build a list of rels"", function() {
        const parse = getParsed(expression);

        for (let i = 0; i < parse.length; i++) {
            let group = parse[i];
            if (group.type === ""htmlmathml"") {
                expect(group.html).toHaveLength(1);
                group = group.html[0];
            }
            if (group.type === ""mclass"") {
                expect(group.mclass).toEqual(""mrel"");
            } else {
                expect(group.type).toEqual(""atom"");
                expect(group.family).toEqual(""rel"");
            }
        }
    });",start: 86 end: 102
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should parse comments before and between \\hline"", () => {
        expect(""\\begin{matrix}a&b\\\\ %hline\n"" +
            ""\\hline %hline\n"" +
            ""\\hline c&d\\end{matrix}"").toParse();
    });",start: 1758 end: 1762
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should render wide characters with mord and with the correct font"", function() {
        const markup = katex.renderToString(String.fromCharCode(0xD835, 0xDC00));
        expect(markup).toContain(""<span class=\""mord mathbf\"">A</span>"");

        expect(String.fromCharCode(0xD835, 0xDC00) +
                "" = "" + String.fromCharCode(0xD835, 0xDC1A))
            .toBuildLike`\mathbf A = \mathbf a`;
    });",start: 1890 end: 1897
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should contain affected position and length information"", function() {
        try {
            katex.renderToString(""1 + \\fraq{}{}"");

            // Render is expected to throw, so this should not be called.
            expect(true).toBe(false);
        } catch (error) {
            expect(error).toBeInstanceOf(ParseError);
            expect(error.message).toBe(""KaTeX parse error: Undefined control sequence: \\fraq at position 5: 1 + \\̲f̲r̲a̲q̲{}{}"");
            expect(error.rawMessage).toBe(""Undefined control sequence: \\fraq"");
            expect(error.position).toBe(4);
            expect(error.length).toBe(5);
        }
    });",start: 3156 end: 3169
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should contain position and length information at end of input"", function() {
        try {
            katex.renderToString(""\\frac{}"");

            // Render is expected to throw, so this should not be called.
            expect(true).toBe(false);
        } catch (error) {
            expect(error).toBeInstanceOf(ParseError);
            expect(error.message).toBe(""KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \\frac{}"");
            expect(error.rawMessage).toBe(""Unexpected end of input in a macro argument, expected '}'"");
            expect(error.position).toBe(7);
            expect(error.length).toBe(0);
        }
    });",start: 3171 end: 3184
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,"    it(""scriptFromCodepoint() should return correct values"", () => {
        outer: for (let codepoint = 0; codepoint <= 0xffff; codepoint++) {
            const character = String.fromCharCode(codepoint);
            const script = scriptFromCodepoint(codepoint);

            for (const scriptName of scriptNames) {
                if (scriptRegExps[scriptName].test(character)) {
                    expect(script).toEqual(scriptName);
                    continue outer;
                }
            }

            expect(script).toBe(null);
            expect(supportedCodepoint(codepoint)).toBe(false);
        }
    });",start: 151 end: 166
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should build some surrogate pairs"", function() {
        let wideCharStr = """";
        wideCharStr += String.fromCharCode(0xD835, 0xDC00);   // bold A
        wideCharStr += String.fromCharCode(0xD835, 0xDC68);   // bold italic A
        wideCharStr += String.fromCharCode(0xD835, 0xDD04);   // Fraktur A
        wideCharStr += String.fromCharCode(0xD835, 0xDD6C);   // bold Fraktur A
        wideCharStr += String.fromCharCode(0xD835, 0xDD38);   // double-struck
        wideCharStr += String.fromCharCode(0xD835, 0xDC9C);   // script A
        wideCharStr += String.fromCharCode(0xD835, 0xDDA0);   // sans serif A
        wideCharStr += String.fromCharCode(0xD835, 0xDDD4);   // bold sans A
        wideCharStr += String.fromCharCode(0xD835, 0xDE08);   // italic sans A
        wideCharStr += String.fromCharCode(0xD835, 0xDE70);   // monospace A
        wideCharStr += String.fromCharCode(0xD835, 0xDFCE);   // bold zero
        wideCharStr += String.fromCharCode(0xD835, 0xDFE2);   // sans serif zero
        wideCharStr += String.fromCharCode(0xD835, 0xDFEC);   // bold sans zero
        wideCharStr += String.fromCharCode(0xD835, 0xDFF6);   // monospace zero
        expect(wideCharStr).toBuild(strictSettings);

        let wideCharText = ""\text{"";
        wideCharText += String.fromCharCode(0xD835, 0xDC00);   // bold A
        wideCharText += String.fromCharCode(0xD835, 0xDC68);   // bold italic A
        wideCharText += String.fromCharCode(0xD835, 0xDD04);   // Fraktur A
        wideCharStr += String.fromCharCode(0xD835, 0xDD6C);    // bold Fraktur A
        wideCharText += String.fromCharCode(0xD835, 0xDD38);   // double-struck
        wideCharText += String.fromCharCode(0xD835, 0xDC9C);   // script A
        wideCharText += String.fromCharCode(0xD835, 0xDDA0);   // sans serif A
        wideCharText += String.fromCharCode(0xD835, 0xDDD4);   // bold sans A
        wideCharText += String.fromCharCode(0xD835, 0xDE08);   // italic sans A
        wideCharText += String.fromCharCode(0xD835, 0xDE70);   // monospace A
        wideCharText += String.fromCharCode(0xD835, 0xDFCE);   // bold zero
        wideCharText += String.fromCharCode(0xD835, 0xDFE2);   // sans serif zero
        wideCharText += String.fromCharCode(0xD835, 0xDFEC);   // bold sans zero
        wideCharText += String.fromCharCode(0xD835, 0xDFF6);   // monospace zero
        wideCharText += ""}"";
        expect(wideCharText).toBuild(strictSettings);
    });",start: 4010 end: 4045
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should build a list of rels"", function() {
        const parse = getParsed(expression);

        for (let i = 0; i < parse.length; i++) {
            let group = parse[i];
            if (group.type === ""htmlmathml"") {
                expect(group.html).toHaveLength(1);
                group = group.html[0];
            }
            if (group.type === ""mclass"") {
                expect(group.mclass).toEqual(""mrel"");
            } else {
                expect(group.type).toEqual(""atom"");
                expect(group.family).toEqual(""rel"");
            }
        }
    });",start: 86 end: 102
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,"    it(""scriptFromCodepoint() should return correct values"", () => {
        outer: for (let codepoint = 0; codepoint <= 0xffff; codepoint++) {
            const character = String.fromCharCode(codepoint);
            const script = scriptFromCodepoint(codepoint);

            for (const scriptName of scriptNames) {
                if (scriptRegExps[scriptName].test(character)) {
                    expect(script).toEqual(scriptName);
                    continue outer;
                }
            }

            expect(script).toBe(null);
            expect(supportedCodepoint(codepoint)).toBe(false);
        }
    });",start: 151 end: 166
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,"    it(""scriptFromCodepoint() should return correct values"", () => {
        outer: for (let codepoint = 0; codepoint <= 0xffff; codepoint++) {
            const character = String.fromCharCode(codepoint);
            const script = scriptFromCodepoint(codepoint);

            for (const scriptName of scriptNames) {
                if (scriptRegExps[scriptName].test(character)) {
                    expect(script).toEqual(scriptName);
                    continue outer;
                }
            }

            expect(script).toBe(null);
            expect(supportedCodepoint(codepoint)).toBe(false);
        }
    });",start: 151 end: 166
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,"    it(""supportedCodepoint() should return the correct values"", () => {
        for (let codepoint = 0; codepoint <= 0xffff; codepoint++) {
            expect(supportedCodepoint(codepoint)).toBe(
                allRegExp.test(String.fromCharCode(codepoint))
            );
        }
    });",start: 143 end: 149
/home/gabriel/Desktop/research/projects/katex/test/unicode-spec.js,"    it(""scriptFromCodepoint() should return correct values"", () => {
        outer: for (let codepoint = 0; codepoint <= 0xffff; codepoint++) {
            const character = String.fromCharCode(codepoint);
            const script = scriptFromCodepoint(codepoint);

            for (const scriptName of scriptNames) {
                if (scriptRegExps[scriptName].test(character)) {
                    expect(script).toEqual(scriptName);
                    continue outer;
                }
            }

            expect(script).toBe(null);
            expect(supportedCodepoint(codepoint)).toBe(false);
        }
    });",start: 151 end: 166
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should produce a frac"", function() {
        let parse;

        parse = getParsed(simpleOver)[0];

        expect(parse.type).toEqual(""genfrac"");
        expect(parse.numer).toBeDefined();
        expect(parse.denom).toBeDefined();

        parse = getParsed(complexOver)[0];

        expect(parse.type).toEqual(""genfrac"");
        expect(parse.numer).toBeDefined();
        expect(parse.denom).toBeDefined();

        const parseBraceFrac = getParsed(braceFrac)[0];

        expect(parseBraceFrac.type).toEqual(""genfrac"");
        expect(parseBraceFrac.numer).toBeDefined();
        expect(parseBraceFrac.denom).toBeDefined();
        expect(parseBraceFrac.leftDelim).toBeDefined();
        expect(parseBraceFrac.rightDelim).toBeDefined();

        const parseBrackFrac = getParsed(brackFrac)[0];

        expect(parseBrackFrac.type).toEqual(""genfrac"");
        expect(parseBrackFrac.numer).toBeDefined();
        expect(parseBrackFrac.denom).toBeDefined();
        expect(parseBrackFrac.leftDelim).toBeDefined();
        expect(parseBrackFrac.rightDelim).toBeDefined();
    });",start: 569 end: 599
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should produce a frac"", function() {
        let parse;

        parse = getParsed(simpleOver)[0];

        expect(parse.type).toEqual(""genfrac"");
        expect(parse.numer).toBeDefined();
        expect(parse.denom).toBeDefined();

        parse = getParsed(complexOver)[0];

        expect(parse.type).toEqual(""genfrac"");
        expect(parse.numer).toBeDefined();
        expect(parse.denom).toBeDefined();

        const parseBraceFrac = getParsed(braceFrac)[0];

        expect(parseBraceFrac.type).toEqual(""genfrac"");
        expect(parseBraceFrac.numer).toBeDefined();
        expect(parseBraceFrac.denom).toBeDefined();
        expect(parseBraceFrac.leftDelim).toBeDefined();
        expect(parseBraceFrac.rightDelim).toBeDefined();

        const parseBrackFrac = getParsed(brackFrac)[0];

        expect(parseBrackFrac.type).toEqual(""genfrac"");
        expect(parseBrackFrac.numer).toBeDefined();
        expect(parseBrackFrac.denom).toBeDefined();
        expect(parseBrackFrac.leftDelim).toBeDefined();
        expect(parseBrackFrac.rightDelim).toBeDefined();
    });",start: 569 end: 599
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should produce a frac"", function() {
        let parse;

        parse = getParsed(simpleOver)[0];

        expect(parse.type).toEqual(""genfrac"");
        expect(parse.numer).toBeDefined();
        expect(parse.denom).toBeDefined();

        parse = getParsed(complexOver)[0];

        expect(parse.type).toEqual(""genfrac"");
        expect(parse.numer).toBeDefined();
        expect(parse.denom).toBeDefined();

        const parseBraceFrac = getParsed(braceFrac)[0];

        expect(parseBraceFrac.type).toEqual(""genfrac"");
        expect(parseBraceFrac.numer).toBeDefined();
        expect(parseBraceFrac.denom).toBeDefined();
        expect(parseBraceFrac.leftDelim).toBeDefined();
        expect(parseBraceFrac.rightDelim).toBeDefined();

        const parseBrackFrac = getParsed(brackFrac)[0];

        expect(parseBrackFrac.type).toEqual(""genfrac"");
        expect(parseBrackFrac.numer).toBeDefined();
        expect(parseBrackFrac.denom).toBeDefined();
        expect(parseBrackFrac.leftDelim).toBeDefined();
        expect(parseBrackFrac.rightDelim).toBeDefined();
    });",start: 569 end: 599
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should build a list of ords"", function() {
        const parse = getParsed(expression);

        for (let i = 0; i < parse.length; i++) {
            const group = parse[i];
            expect(group.type).toMatch(""ord"");
        }
    });",start: 43 end: 50
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should parse the right number of ords"", function() {
        const parse = getParsed(expression);

        expect(parse).toHaveLength(expression.length);
    });",start: 52 end: 56
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should build a list of bins"", function() {
        const parse = getParsed(expression);

        for (let i = 0; i < parse.length; i++) {
            const group = parse[i];
            expect(group.type).toEqual(""atom"");
            expect(group.family).toEqual(""bin"");
        }
    });",start: 66 end: 74
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should build a list of rels"", function() {
        const parse = getParsed(expression);

        for (let i = 0; i < parse.length; i++) {
            let group = parse[i];
            if (group.type === ""htmlmathml"") {
                expect(group.html).toHaveLength(1);
                group = group.html[0];
            }
            if (group.type === ""mclass"") {
                expect(group.mclass).toEqual(""mrel"");
            } else {
                expect(group.type).toEqual(""atom"");
                expect(group.family).toEqual(""rel"");
            }
        }
    });",start: 86 end: 102
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should return one group, not a fragment"", function() {
        const contents = ""\\mathinner{\\langle{\\psi}\\rangle}"";
        const mml = buildMathML(getParsed(contents), contents, defaultOptions);
        expect(mml.children.length).toEqual(1);
    });",start: 111 end: 115
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should produce a single ord"", function() {
        const parse = getParsed`{xy}`;

        expect(parse).toHaveLength(1);

        const ord = parse[0];

        expect(ord.type).toMatch(""ord"");
        expect(ord.body).toBeTruthy();
    });",start: 343 end: 352
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should produce a semi-simple group"", function() {
        const parse = getParsed`\begingroup xy \endgroup`;

        expect(parse).toHaveLength(1);

        const ord = parse[0];

        expect(ord.type).toMatch(""ord"");
        expect(ord.body).toBeTruthy();
        expect(ord.semisimple).toBeTruthy();
    });",start: 365 end: 375
/home/gabriel/Desktop/research/projects/katex/test/katex-spec.js,"    it(""should produce a single object"", function() {
        const parse = getParsed`\Large abc`;

        expect(parse).toHaveLength(1);

        const sizing = parse[0];

        expect(sizing.type).toEqual(""sizing"");
        expect(sizing.body).toBeTruthy();
        expect(sizing.size).toBeDefined();
    });",start: 388 end: 398
